,SA2_NAME16,Longitude,Latitude,X,Y,Remoteness,IRSD,PAP,PPHD,PSCD,PEMD,PLCS,PCS,PVOD,PVTD,PI,PCOB,PD,PML
133,Auchenflower,152.9951159,-27.47384027,1847363.962,-3252512.993,1,10,1,0.040816327,0.081632653,0.06122449,0.020408163,0.081632653,0.183673469,0.081632653,0,0.934718101,0,1
134,Bardon,152.9792351,-27.46098955,1846042.868,-3250889.081,1,10,1,0.038216561,0.044585987,0.01910828,0.025477707,0.01910828,0.082802548,0.044585987,0,0.797530864,0.014814815,0.921001927
135,Paddington - Milton,152.9997355,-27.46303437,1847987.953,-3251411.644,1,10,1,0.097560976,0.170731707,0.081300813,0.032520325,0.040650407,0.227642276,0.130081301,0,1,0.061302682,1
136,Red Hill (Qld),153.0020695,-27.45246754,1848387.446,-3250302.576,1,10,1,0.02,0.08,0.04,0,0.02,0.12,0.04,0,1,0.041284404,1
137,Toowong,152.9840324,-27.48146736,1846168.628,-3253175.431,1,10,0.723163842,0.032786885,0.081967213,0.147540984,0.049180328,0.049180328,0.196721311,0.114754098,0,0.924217463,0,0.873822976
138,Brinsmead,145.7155355,-16.89920574,1250295.586,-2008505.322,3,9,0.855345912,0.084745763,0.050847458,0.101694915,0.050847458,0.084745763,0.203389831,0.084745763,0.125786164,0.959107807,0,0.85115304
139,Clifton Beach - Kewarra Beach,145.6613385,-16.77456708,1245810.599,-1994187.708,3,7,0.851211073,0.1015625,0.0703125,0.0703125,0.0546875,0.0546875,0.203125,0.0859375,0.096885813,0.914597815,0.065541212,0.830449827
140,Freshwater - Stratford,145.7464746,-16.87844893,1253802.92,-2006519.225,3,8,0.864864865,0.024390244,0.073170732,0.097560976,0.024390244,0.024390244,0.170731707,0.073170732,0.072072072,0.659846547,0,0.618618619
141,Redlynch,145.6911539,-16.89470209,1247747.516,-2007765.191,3,9,0.875,0.115384615,0.054945055,0.071428571,0.027472527,0.06043956,0.208791209,0.071428571,0.116071429,0.766451613,0.019354839,0.802083333
142,Trinity Beach - Smithfield,145.6931036,-16.81472353,1248780.042,-1998943.044,3,7,0.797979798,0.12,0.075,0.07,0.045,0.04,0.2,0.085,0.121212121,1,0.052136133,0.865319865
143,Yorkeys Knob - Machans Beach,145.7262059,-16.83826207,1252061.475,-2001874.742,3,4,0.76119403,0.086206897,0.086206897,0.086206897,0.051724138,0.034482759,0.172413793,0.120689655,0.253731343,0.90712743,0,0.621890547
144,Bentley Park,145.7221832,-17.00830826,1249875.034,-2020628.877,3,4,0.74301676,0.114649682,0.076433121,0.108280255,0.076433121,0.076433121,0.248407643,0.089171975,0.357541899,0.808153477,0,0.702048417
145,Cairns City,145.7658497,-16.91457951,1255489.966,-2010706.165,3,4,0.632911392,0.121212121,0.106060606,0.121212121,0.106060606,0.121212121,0.272727273,0.136363636,0.329113924,0.829443447,0,0.341772152
146,Earlville - Bayview Heights,145.7284055,-16.95545037,1251083.274,-2014849.722,3,5,0.810344828,0.089108911,0.099009901,0.108910891,0.089108911,0.059405941,0.227722772,0.128712871,0.206896552,0.816502463,0.02955665,0.718390805
147,Edmonton,145.7407423,-17.01744225,1251753.577,-2021822.856,3,3,0.727735369,0.148514851,0.168316832,0.118811881,0.069306931,0.084158416,0.262376238,0.188118812,0.519083969,0.945985401,0.061313869,0.773536896
148,Gordonvale - Trinity,145.7872476,-17.05920559,1256263.226,-2026901.094,3,5,0.669090909,0.148148148,0.088888889,0.125925926,0.074074074,0.081481481,0.22962963,0.125925926,0.516363636,1,0.018927445,0.887272727
149,Kanimbla - Mooroobool,145.7266194,-16.92996204,1251156.921,-2012015.035,3,5,0.624203822,0.116652897,0.115902067,0.106122452,0.09647358,0.127453096,0.274084092,0.151657107,0.267515924,0.789617486,0.027322404,0.560509554
150,Lamb Range,145.6812763,-17.05269388,1245068.755,-2025127.059,3,6,0.734892408,0.117762203,0.111732804,0.094777618,0.09575611,0.091388433,0.251697724,0.129652715,0.334976646,0.842928423,0.030242788,0.741730014
151,Manoora,145.7366541,-16.91705908,1252358.011,-2010688.909,3,1,0.565445026,0.21978022,0.164835165,0.120879121,0.21978022,0.21978022,0.351648352,0.252747253,0.827225131,0.943113772,0,0.397905759
152,Manunda,145.7492025,-16.91720641,1253691.565,-2010830.308,3,1,0.666666667,0.090909091,0.121212121,0.106060606,0.166666667,0.181818182,0.333333333,0.212121212,0.927536232,0.927835052,0.037113402,0.396135266
153,Mount Sheridan,145.7321861,-16.98885978,1251139.708,-2018579.362,3,6,0.94980695,0.088,0.08,0.08,0.08,0.088,0.208,0.096,0.409266409,0.941176471,0.058823529,0.826254826
154,Westcourt - Bungalow,145.7625175,-16.94117216,1254859.552,-2013611.881,3,1,0.761904762,0.130434783,0.173913043,0.130434783,0.086956522,0.173913043,0.369565217,0.173913043,0.704761905,1,0,0.393650794
155,White Rock,145.7577797,-16.97853117,1253968.187,-2017693.108,3,2,0.794871795,0.145631068,0.155339806,0.145631068,0.174757282,0.184466019,0.310679612,0.194174757,0.641025641,0.859489051,0.065693431,0.602564103
